DEF_File,NumInstances,NumMacros,NumNets,NumValidPins,NumMissingPins,NumMovableInstances,NumFixedInstances,DieWidth,DieHeight,PinDensity,CellDensity,MacroDensity,AvgNetDegree,RentsExponent,NetSkewness,HPWL,TotalWirelength
5761-RISCY-FPU-a-3-c20-u0.7-m3-p3-f1.def,65553,216,69095,211659,62883,65548,5,1392300,1390500,0.1093,0.0415,0.0885,3.97,0.0472,31.2548,1621453603,1.79E+11
5668-RISCY-FPU-a-3-c5-u0.9-m3-p7-f1.def,67139,297,71349,214071,64448,67134,5,1245720,1243500,0.1382,0.0529,0.1107,3.9,0.0468,31.9114,1452379462,1.47E+11
5394-RISCY-FPU-a-3-c2-u0.8-m3-p6-f1.def,66236,533,84999,208122,101872,66231,5,1322580,1321200,0.1191,0.0537,0.1008,3.65,0.0464,44.8575,1406203746,1.14E+11
5522-RISCY-FPU-a-3-c5-u0.8-m3-p2-f0.def,66815,300,71703,213385,65830,66810,5,1315440,1310700,0.1238,0.0476,0.0995,3.89,0.0469,33.7654,1543692319,1.39E+11
5369-RISCY-FPU-a-3-c2-u0.75-m3-p5-f1.def,67471,513,83743,211168,95793,67466,5,1361640,1361100,0.1139,0.0506,0.0951,3.67,0.0462,41.3451,1541448701,1.49E+11
5518-RISCY-FPU-a-3-c5-u0.8-m2-p5-f0.def,64763,495,74062,209716,74227,64758,5,1315440,1310700,0.1216,0.0478,0.1012,3.83,0.047,37.6335,4785045065,1.51E+11
5673-RISCY-FPU-a-3-c20-u0.7-m1-p4-f0.def,65514,212,68791,211533,62377,65509,5,1392795,1390500,0.1092,0.0415,0.0885,3.98,0.0473,31.1382,1532659712,1.63E+11
5798-RISCY-FPU-a-3-c20-u0.8-m1-p8-f1.def,65549,215,68955,211629,62634,65544,5,1309980,1308600,0.1235,0.0469,0.1,3.98,0.0473,31.4854,1576812669,1.53E+11
5326-RISCY-FPU-a-3-c2-u0.7-m1-p2-f1.def,66015,557,85673,206651,104785,66010,5,1406580,1403100,0.1047,0.0474,0.0903,3.64,0.0465,46.4616,1491449719,1.14E+11
5604-RISCY-FPU-a-3-c5-u0.8-m1-p4-f1.def,67057,335,71757,214038,65228,67052,5,1314600,1310700,0.1242,0.0479,0.0997,3.89,0.0468,33.364,1645828096,1.60E+11
5391-RISCY-FPU-a-3-c2-u0.8-m3-p3-f1.def,65825,521,86885,205542,108729,65820,5,1322580,1321200,0.1176,0.0531,0.1012,3.62,0.0462,45.4939,1485448208,1.03E+11
5696-RISCY-FPU-a-3-c20-u0.75-m1-p6-f0.def,65522,212,68850,211593,62449,65517,5,1350675,1346400,0.1164,0.0442,0.0943,3.98,0.0473,31.3401,1508758208,1.70E+11
5829-RISCY-FPU-a-3-c20-u0.85-m2-p8-f1.def,65535,221,68922,211615,62571,65530,5,1274700,1272900,0.1304,0.0496,0.1056,3.98,0.0472,30.9104,1588817702,2.01E+11
5605-RISCY-FPU-a-3-c5-u0.8-m1-p5-f1.def,67236,287,71606,214377,64578,67231,5,1314600,1310700,0.1244,0.0477,0.0995,3.9,0.0468,33.9285,1561966545,1.55E+11
5254-RISCY-FPU-a-3-c2-u0.75-m2-p2-f0.def,66825,525,81025,212491,88173,66820,5,1362015,1361100,0.1146,0.0481,0.0947,3.71,0.0467,42.4821,2182185620,1.25E+11
5479-RISCY-FPU-a-3-c5-u0.75-m1-p5-f0.def,67216,289,71374,214351,64126,67211,5,1353510,1350600,0.1173,0.0449,0.0938,3.9,0.0468,33.0494,1509045720,1.70E+11
5630-RISCY-FPU-a-3-c5-u0.85-m1-p7-f1.def,67160,284,71441,214225,64422,67155,5,1279320,1275000,0.1313,0.0503,0.1051,3.9,0.0468,32.5263,1446234535,1.55E+11
5803-RISCY-FPU-a-3-c20-u0.8-m2-p5-f1.def,65539,215,68983,211620,62690,65534,5,1309980,1308600,0.1234,0.0469,0.1,3.98,0.0472,30.9985,1687176054,1.84E+11
5406-RISCY-FPU-a-3-c2-u0.85-m2-p2-f1.def,67867,453,81731,213576,89626,67862,5,1286460,1285500,0.1291,0.0554,0.1067,3.71,0.0467,42.1437,1725912292,1.41E+11
5802-RISCY-FPU-a-3-c20-u0.8-m2-p4-f1.def,65548,220,69039,211631,62789,65543,5,1309980,1308600,0.1235,0.047,0.1,3.97,0.0472,31.1071,1727786712,1.81E+11
5585-RISCY-FPU-a-3-c5-u0.75-m2-p1-f1.def,67157,292,71555,214200,64667,67152,5,1353240,1350600,0.1172,0.0449,0.0938,3.9,0.0468,33.4463,1597352063,1.68E+11
5324-RISCY-FPU-a-3-c2-u0.85-m4-p8-f0.def,69858,444,78352,220500,74027,69853,5,1286460,1285500,0.1333,0.0528,0.1043,3.76,0.0463,36.0148,2520914448,1.96E+11
5386-RISCY-FPU-a-3-c2-u0.8-m2-p6-f1.def,66449,571,84492,210013,99150,66444,5,1322580,1321200,0.1202,0.0535,0.1017,3.66,0.0466,45.155,1467395971,1.38E+11
5643-RISCY-FPU-a-3-c5-u0.85-m3-p5-f1.def,67152,312,71483,214180,64567,67147,5,1279320,1275000,0.1313,0.0505,0.1051,3.9,0.0468,32.5332,1427834914,1.52E+11
5688-RISCY-FPU-a-3-c20-u0.7-m3-p6-f0.def,65532,219,68880,211586,62515,65527,5,1392795,1390500,0.1093,0.0415,0.0885,3.98,0.0472,31.0984,1534414567,1.84E+11
5529-RISCY-FPU-a-3-c5-u0.8-m4-p1-f0.def,66507,385,72791,212504,69238,66502,5,1314600,1310700,0.1233,0.0483,0.1003,3.87,0.047,35.8039,1626943752,1.41E+11
5817-RISCY-FPU-a-3-c20-u0.85-m1-p3-f1.def,65532,211,68834,211611,62402,65527,5,1274700,1272900,0.1304,0.0495,0.1056,3.98,0.0472,30.0535,1599015209,1.86E+11
5780-RISCY-FPU-a-3-c20-u0.75-m2-p6-f1.def,65542,209,68978,211622,62684,65537,5,1350300,1346400,0.1164,0.0442,0.0943,3.98,0.0472,30.5676,1535066057,1.79E+11
5662-RISCY-FPU-a-3-c5-u0.9-m3-p1-f1.def,67148,273,71390,214071,64557,67143,5,1245720,1243500,0.1382,0.0529,0.1106,3.9,0.0469,33.5137,1499159675,1.42E+11
5503-RISCY-FPU-a-3-c5-u0.75-m4-p6-f0.def,67164,292,71462,214239,64426,67159,5,1353240,1350600,0.1172,0.0449,0.0938,3.9,0.0468,33.0828,1525131389,1.72E+11
5556-RISCY-FPU-a-3-c5-u0.7-m1-p4-f1.def,67128,295,71617,214132,64896,67123,5,1395240,1394700,0.11,0.0422,0.0881,3.9,0.0469,34.1491,1646730086,1.56E+11
5293-RISCY-FPU-a-3-c2-u0.8-m3-p1-f0.def,67736,551,78006,216069,77691,67731,5,1323135,1321200,0.1236,0.0503,0.1001,3.77,0.0466,37.6272,4352030761,1.51E+11
5790-RISCY-FPU-a-3-c20-u0.75-m3-p8-f1.def,65527,212,68750,211588,62259,65522,5,1350300,1346400,0.1164,0.0442,0.0943,3.98,0.0472,30.6119,1550003321,1.78E+11
5801-RISCY-FPU-a-3-c20-u0.8-m2-p3-f1.def,65538,220,68972,211602,62686,65533,5,1309980,1308600,0.1234,0.0469,0.1,3.98,0.0472,31.2862,1725408415,1.77E+11
5392-RISCY-FPU-a-3-c2-u0.8-m3-p4-f1.def,66248,487,85932,206882,105074,66243,5,1322580,1321200,0.1184,0.0537,0.1012,3.63,0.0462,44.1854,1478620122,1.12E+11
5515-RISCY-FPU-a-3-c5-u0.8-m2-p2-f0.def,65066,529,73674,210249,72880,65061,5,1315440,1310700,0.1219,0.048,0.101,3.84,0.047,36.8075,4440248309,1.44E+11
5745-RISCY-FPU-a-3-c20-u0.7-m1-p3-f1.def,65502,213,68863,211520,62533,65497,5,1392300,1390500,0.1093,0.0415,0.0885,3.98,0.0473,31.3473,1639298481,1.78E+11
5426-RISCY-FPU-a-3-c2-u0.9-m1-p6-f1.def,68435,525,78969,217433,78626,68430,5,1254540,1251900,0.1384,0.0573,0.1114,3.75,0.0469,41.9484,2687706187,1.22E+11
5730-RISCY-FPU-a-3-c20-u0.8-m3-p2-f0.def,65590,227,69224,211731,63083,65585,5,1310580,1308600,0.1235,0.0469,0.0999,3.97,0.0471,30.2698,1686967372,1.74E+11
5700-RISCY-FPU-a-3-c20-u0.75-m2-p2-f0.def,65591,213,68893,211759,62395,65586,5,1350675,1346400,0.1164,0.0442,0.0942,3.98,0.0472,30.495,1563028563,1.67E+11
5757-RISCY-FPU-a-3-c20-u0.7-m2-p7-f1.def,65527,219,68956,211584,62671,65522,5,1392300,1390500,0.1093,0.0415,0.0885,3.98,0.0472,31.2733,1682118790,1.87E+11
5227-RISCY-FPU-a-3-c2-u0.7-m2-p7-f0.def,66409,554,83393,211137,94939,66404,5,1407375,1403100,0.1069,0.0455,0.0887,3.67,0.0464,43.6043,1456439374,1.09E+11
5390-RISCY-FPU-a-3-c2-u0.8-m3-p2-f1.def,65437,530,87342,204403,110545,65432,5,1322580,1321200,0.117,0.0534,0.1009,3.61,0.0462,46.478,1399140806,97971944226
5697-RISCY-FPU-a-3-c20-u0.75-m1-p7-f0.def,65542,214,68787,211602,62311,65537,5,1350675,1346400,0.1164,0.0442,0.0942,3.98,0.0472,30.6771,1524471638,1.71E+11
5500-RISCY-FPU-a-3-c5-u0.75-m4-p3-f0.def,66512,382,72660,212491,69139,66507,5,1353240,1350600,0.1163,0.0455,0.0945,3.88,0.047,35.1712,1543675482,1.60E+11
5768-RISCY-FPU-a-3-c20-u0.75-m1-p2-f1.def,65545,212,68924,211643,62554,65540,5,1350300,1346400,0.1164,0.0442,0.0943,3.98,0.0473,31.4177,1563628142,1.70E+11
5447-RISCY-FPU-a-3-c5-u0.7-m1-p3-f0.def,66872,340,71873,213552,66021,66867,5,1396035,1394700,0.1097,0.0424,0.0883,3.89,0.0469,33.8792,1580367809,1.54E+11
5717-RISCY-FPU-a-3-c20-u0.8-m1-p3-f0.def,65566,213,68864,211711,62382,65561,5,1310580,1308600,0.1234,0.0469,0.0999,3.98,0.0472,30.1673,1647222877,1.69E+11
5640-RISCY-FPU-a-3-c5-u0.85-m3-p2-f1.def,67064,322,71635,213973,65098,67059,5,1279320,1275000,0.1312,0.0505,0.1052,3.9,0.0469,33.422,1501781931,1.51E+11
5728-RISCY-FPU-a-3-c20-u0.8-m2-p8-f0.def,65501,414,70587,211486,66048,65496,5,1310580,1308600,0.1233,0.0473,0.1012,3.93,0.047,31.66,4332697082,1.57E+11
5339-RISCY-FPU-a-3-c2-u0.7-m2-p7-f1.def,64623,577,89499,202245,117670,64618,5,1406580,1403100,0.1025,0.0473,0.0906,3.57,0.0461,47.2651,1588880581,1.13E+11
5279-RISCY-FPU-a-3-c2-u0.8-m1-p3-f0.def,65722,481,80872,210312,90187,65717,5,1323135,1321200,0.1203,0.049,0.0993,3.72,0.0467,43.0387,3146128753,1.14E+11
5400-RISCY-FPU-a-3-c2-u0.85-m1-p4-f1.def,66887,565,82455,214079,89899,66882,5,1286460,1285500,0.1295,0.0556,0.1056,3.69,0.0468,46.216,1979171824,1.15E+11
5450-RISCY-FPU-a-3-c5-u0.7-m1-p6-f0.def,67089,304,71530,214042,64785,67084,5,1396035,1394700,0.1099,0.0422,0.0881,3.9,0.0468,32.8302,1498672138,1.63E+11
5774-RISCY-FPU-a-3-c20-u0.75-m1-p8-f1.def,65513,218,68967,211545,62724,65508,5,1350300,1346400,0.1164,0.0442,0.0943,3.98,0.0473,31.2985,1552661672,1.65E+11
5420-RISCY-FPU-a-3-c2-u0.85-m3-p8-f1.def,67907,429,80661,212322,88271,67902,5,1286460,1285500,0.1284,0.0541,0.1058,3.73,0.0465,39.2433,1391027723,1.17E+11
5581-RISCY-FPU-a-3-c5-u0.75-m1-p5-f1.def,67142,286,71528,214136,64700,67137,5,1353240,1350600,0.1172,0.0449,0.0938,3.9,0.0469,33.794,1479890950,1.62E+11
5504-RISCY-FPU-a-3-c5-u0.75-m4-p7-f0.def,67205,281,71435,214306,64322,67200,5,1353240,1350600,0.1173,0.0449,0.0938,3.9,0.0469,33.5947,1533344747,1.67E+11
5566-RISCY-FPU-a-3-c5-u0.7-m2-p6-f1.def,66810,358,72194,213377,66857,66805,5,1395240,1394700,0.1097,0.0427,0.0885,3.88,0.0469,34.9223,1696642825,1.68E+11
5741-RISCY-FPU-a-3-c20-u0.85-m1-p7-f0.def,65485,298,69031,211449,62995,65480,5,1275345,1272900,0.1303,0.0495,0.1056,3.98,0.0472,30.6806,4925798669,1.80E+11
5633-RISCY-FPU-a-3-c5-u0.85-m2-p3-f1.def,66689,373,72597,212939,68303,66684,5,1279320,1275000,0.1305,0.0511,0.1059,3.87,0.0469,35.2992,1630689572,1.73E+11
5313-RISCY-FPU-a-3-c2-u0.85-m1-p5-f0.def,71324,442,75661,223320,65717,71319,5,1287090,1285500,0.135,0.0517,0.1037,3.82,0.0462,32.8587,7580146148,2.00E+11
5742-RISCY-FPU-a-3-c20-u0.85-m1-p8-f0.def,65482,278,69050,211443,63012,65477,5,1275345,1272900,0.1302,0.0495,0.1056,3.97,0.0473,31.5891,4063185106,1.67E+11
5699-RISCY-FPU-a-3-c20-u0.75-m2-p1-f0.def,65584,212,68839,211740,62305,65579,5,1350675,1346400,0.1164,0.0442,0.0942,3.98,0.0472,30.8991,1542017731,1.56E+11
5411-RISCY-FPU-a-3-c2-u0.85-m2-p7-f1.def,67831,475,81859,213854,89715,67826,5,1286460,1285500,0.1293,0.0558,0.1065,3.71,0.0468,42.8673,1599447247,1.57E+11
5524-RISCY-FPU-a-3-c5-u0.8-m3-p4-f0.def,66852,299,71790,213369,66133,66847,5,1315440,1310700,0.1238,0.0475,0.0995,3.89,0.0468,33.0639,1562669210,1.41E+11
5359-RISCY-FPU-a-3-c2-u0.75-m2-p3-f1.def,64318,582,89519,203252,116859,64313,5,1361640,1361100,0.1097,0.0506,0.0965,3.58,0.0463,49.6923,1521769017,1.28E+11
5580-RISCY-FPU-a-3-c5-u0.75-m1-p4-f1.def,67081,303,71628,214050,64978,67076,5,1353240,1350600,0.1171,0.0449,0.0938,3.9,0.0468,33.4222,1534012042,1.71E+11
5763-RISCY-FPU-a-3-c20-u0.7-m3-p5-f1.def,65553,227,69123,211649,62946,65548,5,1392300,1390500,0.1093,0.0415,0.0885,3.97,0.0473,31.9053,1604032831,1.62E+11
5735-RISCY-FPU-a-3-c20-u0.85-m1-p1-f0.def,65513,289,68972,211538,62753,65508,5,1275345,1272900,0.1303,0.0495,0.1056,3.98,0.0473,31.2864,4127383892,1.70E+11
5607-RISCY-FPU-a-3-c5-u0.8-m1-p7-f1.def,67029,317,71723,213886,65338,67024,5,1314600,1310700,0.1241,0.0477,0.0997,3.89,0.0468,33.2459,1539358850,1.60E+11
5507-RISCY-FPU-a-3-c5-u0.8-m1-p2-f0.def,66686,343,72087,212848,67211,66681,5,1315440,1310700,0.1235,0.0478,0.0998,3.89,0.0468,33.3269,1554568519,1.59E+11
5620-RISCY-FPU-a-3-c5-u0.8-m3-p5-f1.def,66919,353,71830,213652,65870,66914,5,1314600,1310700,0.124,0.048,0.0999,3.89,0.0469,33.8375,1528679556,1.53E+11
5796-RISCY-FPU-a-3-c20-u0.8-m1-p6-f1.def,65526,220,68825,211591,62401,65521,5,1309980,1308600,0.1234,0.0469,0.1,3.98,0.0472,30.7119,1568321767,1.73E+11
5350-RISCY-FPU-a-3-c2-u0.75-m1-p2-f1.def,67586,430,81386,211041,91393,67581,5,1361640,1361100,0.1139,0.0488,0.0961,3.72,0.0466,40.5082,1639321282,1.17E+11
5723-RISCY-FPU-a-3-c20-u0.8-m2-p2-f0.def,65216,440,71128,210863,67805,65211,5,1310580,1308600,0.123,0.0473,0.1015,3.92,0.0471,33.2976,4413360572,1.56E+11
5760-RISCY-FPU-a-3-c20-u0.7-m3-p2-f1.def,65536,219,69034,211607,62804,65531,5,1392300,1390500,0.1093,0.0415,0.0885,3.98,0.0472,31.4952,1603787946,1.68E+11
5281-RISCY-FPU-a-3-c2-u0.8-m1-p5-f0.def,66127,582,80692,212786,86682,66122,5,1323135,1321200,0.1217,0.0508,0.1011,3.71,0.0464,40.2597,4739889924,1.23E+11
5563-RISCY-FPU-a-3-c5-u0.7-m2-p3-f1.def,66931,341,72000,213706,66059,66926,5,1395240,1394700,0.1098,0.0424,0.0883,3.89,0.0469,35.2068,1712421307,1.59E+11
5438-RISCY-FPU-a-3-c2-u0.9-m3-p2-f1.def,67244,539,80145,214560,83874,67239,5,1254540,1251900,0.1366,0.0568,0.1109,3.72,0.0467,42.5852,2530250610,1.31E+11
5368-RISCY-FPU-a-3-c2-u0.75-m3-p4-f1.def,66692,530,86460,208594,104521,66687,5,1361640,1361100,0.1126,0.0521,0.0964,3.62,0.0461,44.6131,1579641455,1.41E+11
5677-RISCY-FPU-a-3-c20-u0.7-m1-p8-f0.def,65515,216,68767,211548,62322,65510,5,1392795,1390500,0.1092,0.0415,0.0885,3.98,0.0473,31.4609,1519360129,1.60E+11
5594-RISCY-FPU-a-3-c5-u0.75-m3-p2-f1.def,66657,368,72461,212850,68116,66652,5,1353240,1350600,0.1165,0.0456,0.0944,3.88,0.0469,34.6632,1529744933,1.44E+11
5647-RISCY-FPU-a-3-c5-u0.9-m1-p1-f1.def,67032,297,71504,213936,64872,67027,5,1245720,1243500,0.1381,0.0529,0.1107,3.9,0.0468,32.3726,1662683814,1.58E+11
5224-RISCY-FPU-a-3-c2-u0.7-m2-p3-f0.def,66803,554,82809,212655,92124,66798,5,1407375,1403100,0.1077,0.0459,0.0885,3.68,0.0463,42.6833,1505016396,1.18E+11
5248-RISCY-FPU-a-3-c2-u0.75-m1-p4-f0.def,68689,436,79445,215842,81540,68684,5,1362015,1361100,0.1164,0.0478,0.0942,3.74,0.0466,40.6036,1666670853,1.19E+11
5374-RISCY-FPU-a-3-c2-u0.8-m1-p2-f1.def,68002,467,80940,212630,88086,67997,5,1322580,1321200,0.1217,0.0515,0.1002,3.72,0.0464,40.7068,1598209368,1.20E+11
5469-RISCY-FPU-a-3-c5-u0.7-m4-p3-f0.def,66744,359,72281,213140,67343,66739,5,1395240,1394700,0.1095,0.0428,0.0886,3.88,0.0469,34.9938,1646005152,1.62E+11
5442-RISCY-FPU-a-3-c2-u0.9-m3-p6-f1.def,67537,533,79917,215881,82218,67532,5,1254540,1251900,0.1375,0.0568,0.1107,3.73,0.0465,39.0611,1720657273,1.41E+11
5683-RISCY-FPU-a-3-c20-u0.7-m2-p8-f0.def,65525,214,68777,211577,62318,65520,5,1392795,1390500,0.1092,0.0415,0.0885,3.98,0.0472,30.5355,1481404494,1.72E+11
5250-RISCY-FPU-a-3-c2-u0.75-m1-p6-f0.def,69176,415,78419,217508,77731,69171,5,1362015,1361100,0.1173,0.0474,0.0938,3.76,0.0467,39.2309,1550929050,1.18E+11
5836-RISCY-FPU-a-3-c20-u0.85-m3-p7-f1.def,65501,221,68736,211556,62261,65496,5,1274700,1272900,0.1304,0.0495,0.1056,3.98,0.0472,30.0188,1454041742,1.60E+11
5646-RISCY-FPU-a-3-c5-u0.85-m3-p8-f1.def,67078,308,71642,214074,64966,67073,5,1279320,1275000,0.1312,0.0505,0.1052,3.89,0.0469,33.4987,1451957823,1.45E+11
5654-RISCY-FPU-a-3-c5-u0.9-m1-p8-f1.def,67039,285,71318,214008,64362,67034,5,1245720,1243500,0.1382,0.053,0.1107,3.9,0.0468,32.8589,1533074898,1.42E+11
5433-RISCY-FPU-a-3-c2-u0.9-m2-p5-f1.def,67174,519,80035,214745,83382,67169,5,1254540,1251900,0.1367,0.0571,0.1108,3.72,0.0466,40.9243,2128772675,1.57E+11
5398-RISCY-FPU-a-3-c2-u0.85-m1-p2-f1.def,67091,572,82003,214354,88357,67086,5,1286460,1285500,0.1296,0.0544,0.1051,3.69,0.0466,44.3696,1682038509,1.35E+11
5353-RISCY-FPU-a-3-c2-u0.75-m1-p5-f1.def,68232,422,80030,213852,85540,68227,5,1361640,1361100,0.1154,0.0488,0.0963,3.74,0.0466,39.9181,1628506935,1.21E+11
5306-RISCY-FPU-a-3-c2-u0.8-m4-p6-f0.def,68021,505,80954,215292,85366,68016,5,1322580,1321200,0.1232,0.0531,0.1004,3.71,0.0467,42.8675,1692045892,1.48E+11
5480-RISCY-FPU-a-3-c5-u0.75-m1-p6-f0.def,67082,309,71562,214012,64889,67077,5,1353510,1350600,0.1171,0.0449,0.0938,3.9,0.0468,32.4274,1510196987,1.75E+11
5733-RISCY-FPU-a-3-c20-u0.8-m3-p7-f0.def,65518,235,69386,211576,63538,65513,5,1310580,1308600,0.1234,0.0469,0.0999,3.96,0.0472,30.8948,1587936014,1.57E+11
5846-RISCY-FPU-a-3-c20-u0.9-m3-p1-f1.def,65503,218,68710,211549,62212,65498,5,1243200,1239300,0.1373,0.0522,0.1112,3.98,0.0472,30.1173,1426429311,1.69E+11
5825-RISCY-FPU-a-3-c20-u0.85-m2-p4-f1.def,65548,211,68932,211643,62569,65543,5,1274700,1272900,0.1304,0.0496,0.1056,3.98,0.0472,30.5527,1577009841,1.87E+11
5287-RISCY-FPU-a-3-c2-u0.8-m2-p3-f0.def,67530,530,79331,216071,80331,67525,5,1323135,1321200,0.1236,0.0491,0.0997,3.74,0.0463,38.4373,5201037360,1.40E+11
5809-RISCY-FPU-a-3-c20-u0.8-m3-p3-f1.def,65523,215,68862,211572,62490,65518,5,1309980,1308600,0.1234,0.0469,0.0999,3.98,0.0473,31.2141,1529198166,1.65E+11
5437-RISCY-FPU-a-3-c2-u0.9-m3-p1-f1.def,67707,533,80044,216703,81355,67702,5,1254540,1251900,0.138,0.0572,0.1106,3.72,0.0467,41.8069,2300294746,1.28E+11
5598-RISCY-FPU-a-3-c5-u0.75-m3-p6-f1.def,66993,334,71604,213876,65093,66988,5,1353240,1350600,0.117,0.0452,0.094,3.9,0.0468,32.9646,1498076102,1.56E+11
5533-RISCY-FPU-a-3-c5-u0.8-m4-p5-f0.def,66735,370,72217,213165,67194,66730,5,1314600,1310700,0.1237,0.0483,0.1,3.88,0.047,35.3354,1566476807,1.40E+11
5539-RISCY-FPU-a-3-c5-u0.85-m1-p3-f0.def,67488,372,72223,214343,65903,67483,5,1279800,1275000,0.1314,0.0503,0.1051,3.88,0.0466,33.0474,5842929354,2.00E+11
5376-RISCY-FPU-a-3-c2-u0.8-m1-p4-f1.def,67941,452,80539,212362,88030,67936,5,1322580,1321200,0.1215,0.0515,0.1013,3.73,0.0466,40.4815,1655281105,1.19E+11
5716-RISCY-FPU-a-3-c20-u0.8-m1-p2-f0.def,65543,220,68892,211656,62483,65538,5,1310580,1308600,0.1234,0.0469,0.0999,3.98,0.0472,30.1146,1617459380,1.82E+11
5714-RISCY-FPU-a-3-c20-u0.75-m3-p8-f0.def,65543,219,68787,211620,62300,65538,5,1350675,1346400,0.1164,0.0442,0.0942,3.98,0.0472,30.3506,1520974447,1.85E+11
5331-RISCY-FPU-a-3-c2-u0.7-m1-p7-f1.def,66273,569,84523,208431,100335,66268,5,1406580,1403100,0.1056,0.0481,0.0899,3.65,0.0464,44.1665,1479177235,1.29E+11
5624-RISCY-FPU-a-3-c5-u0.85-m1-p1-f1.def,67130,289,71401,214151,64425,67125,5,1279320,1275000,0.1313,0.0503,0.1052,3.9,0.0468,32.6783,1517382766,1.69E+11
5275-RISCY-FPU-a-3-c2-u0.75-m4-p7-f0.def,66195,577,85589,209971,101917,66190,5,1361640,1361100,0.1133,0.0508,0.096,3.64,0.0466,46.7115,1511245801,1.35E+11
5553-RISCY-FPU-a-3-c5-u0.7-m1-p1-f1.def,67115,294,71560,214109,64761,67110,5,1395240,1394700,0.11,0.0422,0.0881,3.9,0.0468,33.6668,1633014752,1.53E+11
5793-RISCY-FPU-a-3-c20-u0.8-m1-p3-f1.def,65541,215,68879,211624,62482,65536,5,1309980,1308600,0.1235,0.0469,0.1,3.98,0.0472,30.4098,1615420315,1.70E+11
5357-RISCY-FPU-a-3-c2-u0.75-m2-p1-f1.def,65285,564,87462,205146,110788,65280,5,1361640,1361100,0.1107,0.0497,0.0969,3.61,0.0464,47.4629,1593657618,1.24E+11
5625-RISCY-FPU-a-3-c5-u0.85-m1-p2-f1.def,67105,302,71666,214058,65068,67100,5,1279320,1275000,0.1312,0.0503,0.1051,3.89,0.0468,33.0433,1493282942,1.58E+11
5687-RISCY-FPU-a-3-c20-u0.7-m3-p5-f0.def,65513,214,68787,211554,62356,65508,5,1392795,1390500,0.1092,0.0415,0.0885,3.98,0.0472,30.3408,1492881712,1.94E+11
5707-RISCY-FPU-a-3-c20-u0.75-m3-p1-f0.def,65536,221,68782,211646,62274,65531,5,1350675,1346400,0.1164,0.0442,0.0942,3.98,0.0472,30.5032,1542907520,1.73E+11
5273-RISCY-FPU-a-3-c2-u0.75-m4-p5-f0.def,66336,558,85514,209526,102540,66331,5,1361640,1361100,0.1131,0.051,0.0957,3.65,0.0465,45.5425,1407842456,1.26E+11
5299-RISCY-FPU-a-3-c2-u0.8-m3-p7-f0.def,67100,548,78947,214641,81054,67095,5,1323135,1321200,0.1228,0.0501,0.0997,3.75,0.0465,38.7127,4407241509,1.57E+11
5767-RISCY-FPU-a-3-c20-u0.75-m1-p1-f1.def,65546,217,69105,211626,62931,65541,5,1350300,1346400,0.1164,0.0442,0.0942,3.97,0.0472,31.2425,1541160272,1.69E+11
5685-RISCY-FPU-a-3-c20-u0.7-m3-p2-f0.def,65517,218,68871,211564,62515,65512,5,1392795,1390500,0.1092,0.0415,0.0885,3.98,0.0473,31.4837,1567106323,1.86E+11
5589-RISCY-FPU-a-3-c5-u0.75-m2-p5-f1.def,67131,287,71390,214202,64311,67126,5,1353240,1350600,0.1172,0.0449,0.0939,3.9,0.0469,33.4616,1638837319,1.60E+11
5554-RISCY-FPU-a-3-c5-u0.7-m1-p2-f1.def,67095,285,71630,214069,64974,67090,5,1395240,1394700,0.11,0.0421,0.0881,3.9,0.0469,34.1649,1595383442,1.48E+11
5482-RISCY-FPU-a-3-c5-u0.75-m1-p8-f0.def,67041,323,71624,213988,65015,67036,5,1353510,1350600,0.1171,0.0451,0.0939,3.9,0.0469,33.6141,1523582190,1.71E+11
5787-RISCY-FPU-a-3-c20-u0.75-m3-p5-f1.def,65540,216,68798,211616,62325,65535,5,1350300,1346400,0.1164,0.0442,0.0942,3.98,0.0472,30.6311,1526824562,1.70E+11
5336-RISCY-FPU-a-3-c2-u0.7-m2-p4-f1.def,65286,578,86961,205103,109390,65281,5,1406580,1403100,0.1039,0.0475,0.0908,3.62,0.0464,46.597,1476491026,1.26E+11
5572-RISCY-FPU-a-3-c5-u0.7-m3-p4-f1.def,67115,294,71566,214155,64723,67110,5,1395240,1394700,0.1101,0.0422,0.0881,3.9,0.0469,34.1641,1573338521,1.61E+11
5775-RISCY-FPU-a-3-c20-u0.75-m2-p1-f1.def,65543,220,68940,211636,62591,65538,5,1350300,1346400,0.1164,0.0442,0.0943,3.98,0.0472,30.7643,1642100663,1.96E+11
5453-RISCY-FPU-a-3-c5-u0.7-m2-p2-f0.def,67070,308,71638,213949,65110,67065,5,1396035,1394700,0.1099,0.0422,0.0881,3.9,0.0469,33.9465,1578226228,1.47E+11
5639-RISCY-FPU-a-3-c5-u0.85-m3-p1-f1.def,67128,308,71645,214164,64883,67123,5,1279320,1275000,0.1313,0.0505,0.1052,3.89,0.0468,33.6953,1488566018,1.45E+11
5638-RISCY-FPU-a-3-c5-u0.85-m2-p8-f1.def,66470,370,73004,212277,70178,66465,5,1279320,1275000,0.1301,0.0509,0.1058,3.87,0.0469,35.0247,1540364224,1.68E+11
5308-RISCY-FPU-a-3-c2-u0.8-m4-p8-f0.def,68122,527,80630,215413,84491,68117,5,1322580,1321200,0.1233,0.0528,0.1006,3.72,0.0467,42.4951,1722563501,1.51E+11
